date,spend
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,14964.0
2022-12-06,23189.0
2022-12-07,20580.0
2022-12-08,27180.0
2022-12-09,19701.0
2022-12-10,22265.0
2022-12-11,23327.0
2022-12-12,13015.0
2022-12-13,30466.0
2022-12-14,18276.0
2022-12-15,21978.0
2022-12-16,22562.0
2022-12-17,16740.0
2022-12-18,27387.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,
2022-12-27,0.0
2022-12-28,
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
