date,spend
2022-12-20,-2972.0
2022-12-21,1696.0
2022-12-22,3013.0
2022-12-23,3908.0
2022-12-24,2550.0
2022-12-25,3308.0
2022-12-26,3638.0
2022-12-27,2317.0
2022-12-28,2661.0
2022-12-29,2236.0
2022-12-30,2383.0
2022-12-31,2034.0
