date,spend
2022-05-06,3330.0
2022-05-07,2678.0
2022-05-08,5412.0
2022-05-09,4851.0
2022-05-10,4217.0
2022-05-11,3884.0
2022-05-12,3995.0
2022-05-13,3378.0
2022-05-14,3092.0
2022-05-15,4573.0
2022-05-16,3790.0
2022-05-17,4260.0
2022-05-18,2670.0
2022-05-19,3747.0
2022-05-20,3077.0
2022-05-21,
2022-05-22,4796.0
2022-05-23,5167.0
2022-05-24,3496.0
2022-05-25,0.0
2022-05-26,3665.0
2022-05-27,3440.0
2022-05-28,4344.0
2022-05-29,2877.0
2022-05-30,2596.0
2022-05-31,3722.0
2022-06-01,4581.0
2022-06-02,3178.0
2022-06-03,4679.0
2022-06-04,4292.0
2022-06-05,5237.0
2022-06-06,3358.0
2022-06-07,2714.0
2022-06-08,4478.0
2022-06-09,4223.0
2022-06-10,4161.0
2022-06-11,3161.0
2022-06-12,4620.0
2022-06-13,3493.0
2022-06-14,4161.0
2022-06-15,3632.0
2022-06-16,4283.0
2022-06-17,3043.0
2022-06-18,4399.0
2022-06-19,4526.0
2022-06-20,4092.0
2022-06-21,5315.0
2022-06-22,4165.0
2022-06-23,4735.0
2022-06-24,4073.0
2022-06-25,4663.0
2022-06-26,2773.0
2022-06-27,4026.0
2022-06-28,3098.0
2022-06-29,4112.0
2022-06-30,4307.0
2022-07-01,4645.0
2022-07-02,4391.0
2022-07-03,3730.0
2022-07-04,3397.0
2022-07-05,2125.0
2022-07-06,4055.0
2022-07-07,4910.0
2022-07-08,4086.0
2022-07-09,3932.0
2022-07-10,4114.0
2022-07-11,3689.0
2022-07-12,4155.0
2022-07-13,3676.0
2022-07-14,157440.0
2022-07-15,3939.0
2022-07-16,3922.0
2022-07-17,5500.0
2022-07-18,3355.0
2022-07-19,3872.0
2022-07-20,3794.0
2022-07-21,3641.0
2022-07-22,4410.0
2022-07-23,5790.0
2022-07-24,3743.0
2022-07-25,4412.0
2022-07-26,2470.0
2022-07-27,3685.0
2022-07-28,5244.0
2022-07-29,3956.0
2022-07-30,0.0
2022-07-31,3501.0
2022-08-01,4206.0
2022-08-02,5306.0
2022-08-03,3071.0
2022-08-04,5749.0
2022-08-05,2763.0
2022-08-06,3611.0
2022-08-07,3331.0
2022-08-08,3782.0
2022-08-09,3320.0
2022-08-10,3260.0
2022-08-11,3050.0
2022-08-12,4515.0
2022-08-13,3809.0
2022-08-14,3600.0
2022-08-15,4225.0
2022-08-16,2804.0
2022-08-17,4245.0
2022-08-18,3924.0
2022-08-19,3949.0
2022-08-20,4415.0
2022-08-21,5314.0
2022-08-22,4258.0
2022-08-23,3840.0
2022-08-24,3053.0
2022-08-25,2087.0
2022-08-26,4102.0
2022-08-27,2992.0
2022-08-28,1967.0
2022-08-29,3719.0
2022-08-30,4191.0
2022-08-31,4595.0
2022-09-01,4849.0
2022-09-02,225600.0
2022-09-03,4722.0
2022-09-04,2825.0
2022-09-05,3880.0
2022-09-06,4463.0
2022-09-07,4037.0
2022-09-08,3875.0
2022-09-09,4022.0
2022-09-10,4196.0
2022-09-11,3938.0
2022-09-12,3322.0
2022-09-13,2637.0
2022-09-14,3836.0
2022-09-15,4045.0
2022-09-16,4037.0
2022-09-17,4762.0
2022-09-18,4904.0
2022-09-19,3916.0
2022-09-20,3922.0
2022-09-21,4458.0
2022-09-22,4341.0
2022-09-23,3645.0
2022-09-24,4527.0
2022-09-25,3882.0
2022-09-26,
2022-09-27,4346.0
2022-09-28,3759.0
2022-09-29,4075.0
2022-09-30,4238.0
2022-10-01,4653.0
2022-10-02,-4598.0
2022-10-03,4213.0
2022-10-04,1912.0
2022-10-05,4194.0
2022-10-06,4318.0
2022-10-07,4480.0
2022-10-08,3235.0
2022-10-09,2302.0
2022-10-10,4644.0
2022-10-11,3020.0
2022-10-12,4977.0
2022-10-13,3537.0
2022-10-14,3178.0
2022-10-15,4279.0
2022-10-16,4492.0
2022-10-17,4445.0
2022-10-18,4401.0
2022-10-19,3433.0
2022-10-20,2778.0
2022-10-21,3688.0
2022-10-22,3083.0
2022-10-23,4346.0
2022-10-24,4699.0
2022-10-25,4138.0
2022-10-26,3999.0
2022-10-27,3751.0
2022-10-28,4784.0
2022-10-29,2535.0
2022-10-30,3035.0
2022-10-31,5461.0
2022-11-01,2996.0
2022-11-02,4424.0
2022-11-03,4589.0
2022-11-04,2458.0
2022-11-05,2612.0
2022-11-06,5011.0
2022-11-07,3221.0
2022-11-08,3243.0
2022-11-09,3583.0
2022-11-10,3223.0
2022-11-11,4421.0
2022-11-12,3054.0
2022-11-13,2427.0
2022-11-14,4925.0
2022-11-15,3093.0
2022-11-16,3398.0
2022-11-17,4663.0
2022-11-18,4056.0
2022-11-19,4889.0
2022-11-20,4676.0
2022-11-21,3637.0
2022-11-22,4817.0
2022-11-23,4134.0
2022-11-24,3521.0
2022-11-25,4232.0
2022-11-26,2952.0
2022-11-27,4667.0
2022-11-28,4563.0
2022-11-29,4096.0
2022-11-30,2465.0
2022-12-01,4923.0
2022-12-02,4349.0
2022-12-03,3981.0
2022-12-04,3855.0
2022-12-05,3570.0
2022-12-06,3724.0
2022-12-07,4615.0
2022-12-08,3586.0
2022-12-09,3780.0
2022-12-10,3897.0
2022-12-11,3919.0
2022-12-12,3505.0
2022-12-13,3863.0
2022-12-14,4274.0
2022-12-15,3276.0
2022-12-16,3867.0
2022-12-17,5544.0
2022-12-18,3949.0
2022-12-19,3255.0
2022-12-20,3162.0
2022-12-21,2987.0
2022-12-22,5301.0
2022-12-23,4806.0
2022-12-24,2968.0
2022-12-25,4170.0
2022-12-26,4979.0
2022-12-27,3967.0
2022-12-28,3606.0
2022-12-29,5792.0
2022-12-30,2475.0
2022-12-31,6106.0
