date,spend
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,15548.0
2022-05-28,13533.0
2022-05-29,15137.0
2022-05-30,19876.0
2022-05-31,15186.0
2022-06-01,12657.0
2022-06-02,15514.0
2022-06-03,17296.0
2022-06-04,16876.0
2022-06-05,16934.0
2022-06-06,12106.0
2022-06-07,17695.0
2022-06-08,15099.0
2022-06-09,12508.0
2022-06-10,17667.0
2022-06-11,13412.0
2022-06-12,9489.0
2022-06-13,11497.0
2022-06-14,14364.0
2022-06-15,17024.0
2022-06-16,11975.0
2022-06-17,0.0
2022-06-18,10741.0
2022-06-19,18437.0
2022-06-20,21010.0
2022-06-21,20632.0
2022-06-22,18377.0
2022-06-23,18018.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,13263.0
2022-07-31,18081.0
2022-08-01,6118.0
2022-08-02,15675.0
2022-08-03,14249.0
2022-08-04,18914.0
2022-08-05,20417.0
2022-08-06,11749.0
2022-08-07,11907.0
2022-08-08,15806.0
2022-08-09,21068.0
2022-08-10,15210.0
2022-08-11,10522.0
2022-08-12,12879.0
2022-08-13,15709.0
2022-08-14,15840.0
2022-08-15,12535.0
2022-08-16,12809.0
2022-08-17,11564.0
2022-08-18,18994.0
2022-08-19,12078.0
2022-08-20,13373.0
2022-08-21,13273.0
2022-08-22,9379.0
2022-08-23,11978.0
2022-08-24,19298.0
2022-08-25,10767.0
2022-08-26,11627.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,0.0
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,0.0
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,17053.0
2022-10-10,12639.0
2022-10-11,-18073.0
2022-10-12,12303.0
2022-10-13,12780.0
2022-10-14,11338.0
2022-10-15,17392.0
2022-10-16,14813.0
2022-10-17,
2022-10-18,13613.0
2022-10-19,
2022-10-20,17722.0
2022-10-21,14402.0
2022-10-22,6578.0
2022-10-23,9901.0
2022-10-24,13524.0
2022-10-25,10400.0
2022-10-26,17776.0
2022-10-27,16465.0
2022-10-28,16258.0
2022-10-29,5884.0
2022-10-30,13160.0
2022-10-31,12558.0
2022-11-01,11660.0
2022-11-02,13546.0
2022-11-03,11058.0
2022-11-04,15753.0
2022-11-05,17682.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,22049.0
2022-12-21,17231.0
2022-12-22,9841.0
2022-12-23,12215.0
2022-12-24,17413.0
2022-12-25,16480.0
2022-12-26,15569.0
2022-12-27,0.0
2022-12-28,12838.0
2022-12-29,14739.0
2022-12-30,8129.0
2022-12-31,19062.0
